_uuid,submissiontime,caste,GPS,_gps_latitude,_gps_longitude,gender,age,ownership,property_type,education,occupation,issue_ranking1,issue_ranking2,issue_ranking3,issue_ranking4,issue_ranking5,issue_ranking6,tol,ward
573,2014-06-14T20:39:00,Brahmin,27.71004 85.33392 0 0,27.71004,85.33392,male,36+,renter,,masters,professional,Power,Security,Water,Garbage,Road,Sewage,tol_name_gyan,ward_33
574,2014-06-12T16:48:30,Brahmin,27.72255 85.34905 0 0,27.72255,85.34905,male,36+,renter,,masters,professional,Water,Power,Road,Garbage,Sewage,Security,tol_name_saraswati,ward_6
575,2014-06-14T20:39:08,Brahmin,27.72376 85.3563 0 0,27.72376,85.3563,male,36+,owner,built,bachelors,professional,Power,Security,Water,Garbage,Road,Sewage,tol_name_shanti,ward_6
576,2014-06-14T20:39:12,Brahmin,27.7233 85.35041 0 0,27.7233,85.35041,male,18+,renter,Other,professional,Water,Power,Road,Garbage,Security,Sewage,tol_name_saraswati,ward_6,
577,2014-06-14T20:39:15,Brahmin,27.71006 85.33398 0 0,27.71006,85.33398,female,18+,renter,Technical,professional,Road,Power,Water,Sewage,Garbage,Security,tol_name_gyan,ward_33,
578,2014-06-12T16:51:30,Brahmin,27.70955 85.33692 0 0,27.72955,85.35692,male,18+,renter,,bachelors,professional,Garbage,Sewage,Road,Water,Power,Security,tol_name_rudra,ward_33
579,2014-06-12T16:53:07,Brahmin,27.72337 85.35282 0 0,27.72337,85.35282,female,56+,owner,built,never_studied,homemaker,Sewage,Security,Road,Water,Garbage,Power,tol_name_saraswati,ward_6
580,2014-06-12T16:54:00,Brahmin,27.70845 85.33554 0 0,27.70845,85.33554,female,46+,renter,,studied_some,homemaker,Water,Power,Garbage,Sewage,Road,Security,tol_name_rudra,ward_33
581,2014-06-12T16:56:05,Brahmin,27.71057 85.33378 0 0,27.71057,85.33378,female,46+,owner,built,studied_some,homemaker,Garbage,Power,Road,Sewage,Water,Security,tol_name_gyan,ward_33
582,2014-06-12T16:58:05,Brahmin,27.72401 85.35668 0 0,27.72401,85.35668,female,36+,renter,,studied_some,homemaker,Road,Security,Water,Power,Garbage,Sewage,tol_name_shanti,ward_6
583,2014-06-12T16:58:40,Brahmin,27.70953 85.33675 0 0,27.70953,85.33675,female,36+,renter,,studied_some,homemaker,Water,NA,Power,NA,Security,Road,tol_name_rudra,ward_33
584,2014-06-11T15:53:22,Brahmin,27.70947 85.33695 0 0,27.70947,85.33695,female,36+,owner,built,studied_some,homemaker,Power,Garbage,Road,Sewage,Water,Security,tol_name_rudra,ward_33
585,2014-06-12T17:03:31,Brahmin,27.70563 85.33224 0 0,27.70563,85.33224,female,36+,renter,,bachelors,homemaker,Garbage,Sewage,Water,Road,Security,NAShastri Marg,ward_33,
586,2014-06-12T17:03:33,Brahmin,27.71756 85.35851 0 0,27.71756,85.35851,female,36+,renter,,never_studied,homemaker,Power,Garbage,Road,Security,Sewage,Water,tol_name_kumarigal,ward_6
587,2014-06-12T18:12:57,Brahmin,27.70552 85.33287 0 0,27.70552,85.33287,female,36+,owner,ancestral,never_studied,homemaker,Power,Road,Sewage,Garbage,Security,WaterShastri Marg,ward_33,
588,2014-06-12T18:12:59,Brahmin,27.72683 85.35479 0 0,27.72683,85.35479,female,36+,renter,,bachelors,homemaker,Road,Sewage,Garbage,Water,Power,Security,tol_name_saraswati,ward_6
589,2014-06-12T18:13:02,Brahmin,27.7175 85.35851 0 0,27.7175,85.35851,female,36+,owner,builtOther,homemaker,Power,Water,Garbage,Road,Security,Sewage,tol_name_kumarigal,ward_6,
590,2014-06-12T18:13:04,Brahmin,27.7096 85.33638 0 0,27.7096,85.33638,female,26+,renter,,bachelors,homemaker,Power,Road,Sewage,Garbage,Security,Water,tol_name_rudra,ward_33
591,2014-06-12T18:13:07,Brahmin,27.72824 85.3577 0 0,27.72824,85.3577,female,26+,renter,,slc,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_shanti,ward_6
592,2014-06-12T18:13:08,Brahmin,27.6391 85.35473 0 0,27.72626,85.35473,female,26+,renter,,plus_two,homemaker,Power,Water,Garbage,Road,Security,Sewage,tol_name_shanti,ward_6
593,2014-06-12T18:13:10,Brahmin,27.70989 85.33348 0 0,27.70989,85.33348,female,26+,renter,,slc,homemaker,Water,Garbage,Power,Sewage,Security,Road,tol_name_gyan,ward_33
594,2014-06-12T18:13:12,Brahmin,27.71024 85.33353 0 0,27.71024,85.33353,female,26+,renter,,plus_two,homemaker,Water,Sewage,Power,Garbage,Road,Security,tol_name_gyan,ward_33
595,2014-06-15T16:26:25,Brahmin,27.72567 85.35545 0  0,27.72567,85.35545,female,26+,renter,,studied_some,homemaker,Water,Power,Garbage,Sewage,Security,Road,tol_name_shanti,ward_6
596,2014-06-15T08:22:48,Brahmin,27.72536 85.35623 0  0,27.72536,85.35623,female,26+,owner,built,bachelors,homemaker,Power,Water,Security,Sewage,Road,Garbage,tol_name_shanti,ward_6
597,2014-06-11T15:59:00,Brahmin,27.72742 85.35803 0 0,27.72742,85.35803,female,26+,owner,,studied_some,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_shanti,ward_6
598,2014-06-15T09:10:46,Brahmin,27.7096 85.3341 0 0,27.7096,85.3341,female,26+,renter,,slc,homemaker,Power,Garbage,Road,Water,Sewage,Security,tol_name_gyan,ward_33
599,2014-06-15T09:10:48,Brahmin,27.71623 85.35712 0 0,27.71623,85.35712,female,26+,renter,,slc,homemaker,Water,Power,Garbage,Sewage,Road,Security,tol_name_kumarigal,ward_6
600,2014-06-15T09:12:07,Brahmin,27.7088 85.33556 0 0,27.7088,85.33556,male,66+,owner,built,bachelors,ngo,Water,Road,Power,Garbage,Sewage,Security,tol_name_rudra,ward_33
601,2014-06-15T09:18:33,Brahmin,27.72706 85.35474 0 0,27.72706,85.35474,male,56+,owner,built,slc,ngo,Water,Garbage,Power,Road,Sewage,Security,tol_name_saraswati,ward_6
602,2014-06-15T09:18:35,Brahmin,27.71539 85.35378 0 0,27.71539,85.35378,male,46+,owner,built,slc,ngo,Power,Road,Security,Sewage,Water,Garbage,tol_name_kumarigal,ward_6
603,2014-06-15T09:18:36,Brahmin,27.71539 85.35378 0 0,27.71539,85.35378,male,36+,owner,built,bachelors,ngo,Water,Garbage,Road,Sewage,Power,Security,tol_name_kumarigal,ward_6
604,2014-06-13T22:18:21,Brahmin,27.71539 85.35379 0 0,27.71539,85.35379,male,36+,owner,built,studied_some,ngo,Power,Garbage,Water,Sewage,Road,Security,tol_name_kumarigal,ward_6
605,2014-06-13T22:18:31,Brahmin,27.7268 85.35753 0 0,27.7268,85.35753,male,36+,renter,,masters,ngo,Water,Power,Road,Garbage,Sewage,Security,tol_name_shanti,ward_6
606,2014-06-14T19:27:26,Brahmin,27.72706 85.35474 0 0,27.72706,85.35474,male,36+,renter,,slc,ngo,Water,Garbage,Power,Road,Sewage,Security,tol_name_saraswati,ward_6
607,2014-06-14T19:38:06,Brahmin,27.70866 85.33607 0 0,27.70866,85.33607,female,36+,owner,ancestral,masters,ngo,Power,Water,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
608,2014-06-12T17:03:28,Brahmin,27.71539 85.35398 0 0,27.71539,85.35398,female,26+,owner,built,bachelors,ngo,Garbage,Power,Security,NA,NA,NA,tol_name_kumarigal,ward_6
609,2014-06-12T17:03:31,Brahmin,27.70826 85.33575 0 0,27.70826,85.33575,male,26+,renter,,plus_two,ngo,Water,Power,Road,Sewage,Garbage,Security,tol_name_rudra,ward_33
610,2014-06-12T17:03:33,Brahmin,27.72783 85.351102 0 0,27.72783,85.351102,female,26+,owner,ancestral,masters,ngo,Garbage,Power,Water,Security,Road,Sewage,tol_name_saraswati,ward_6
611,2014-06-12T18:12:57,Brahmin,27.72761 85.35871 0 0,27.72761,85.35871,male,26+,renter,,bachelors,ngo,Garbage,Water,Road,Security,Sewage,Power,tol_name_kumarigal,ward_6
612,2014-06-12T18:12:59,Brahmin,27.71623 85.35712 0 0,27.71623,85.35712,male,26+,renter,,bachelors,ngo,Road,Sewage,Power,Water,Garbage,Security,tol_name_kumarigal,ward_6
613,2014-06-12T18:13:02,Brahmin,27.7178 85.35904 0 0,27.7178,85.35904,female,66+,renter,,never_studied,unemployed,Water,Garbage,Power,Road,Sewage,NA,tol_name_kumarigal,ward_6
614,2014-06-12T18:13:04,Brahmin,27.7101 85.3337 0 0,27.7101,85.3337,male,46+,owner,built,bachelors,unemployed,Power,Road,Security,Sewage,Garbage,Water,tol_name_gyan,ward_33
615,2014-06-12T18:13:07,Brahmin,27.70964 85.33663 0 0,27.70964,85.33663,female,46+,owner,built,slc,unemployed,Garbage,Power,Water,Road,Sewage,Security,tol_name_rudra,ward_33
616,2014-06-12T18:13:08,Brahmin,27.72711 85.35641 0 0,27.72711,85.35641,male,36+,owner,ancestral,masters,unemployed,Garbage,Power,Road,Security,Water,Sewage,tol_name_saraswati,ward_6
617,2014-06-12T18:13:10,Brahmin,27.71013 85.33372 0 0,27.71013,85.33372,male,36+,owner,built,bachelors,unemployed,Security,Power,Garbage,Water,Road,Sewage,tol_name_gyan,ward_33
618,2014-06-12T18:13:12,Brahmin,27.72376 85.3563 0 0,27.72376,85.3563,female,26+,owner,built,slc,unemployed,Water,Power,Garbage,Road,Sewage,Security,tol_name_shanti,ward_6
619,2014-06-15T16:26:25,Brahmin,27.71391 85.33661 0 0,27.71391,85.33661,female,18+,renter,,plus_two,unemployed,Water,Power,Garbage,Security,Sewage,Road,tol_name_saraswati,ward_6
620,2014-06-15T08:22:48,Brahmin,27.71057 85.33378 0 0,27.71057,85.33378,female,18+,owner,built,bachelors,unemployed,Water,Power,Garbage,Road,Sewage,Security,tol_name_gyan,ward_33
621,2014-06-11T15:59:00,Brahmin,27.70978 85.33078 0 0,27.70978,85.33078,female,56+,owner,ancestral,never_studiedOther,NA,NA,NA,NA,NA,NA,tol_name_saraswati,ward_6,
622,2014-06-15T09:10:46,Brahmin,27.7185 85.32646 0 0,27.72395,85.35096,male,56+,renter,,never_studiedOther,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6,
623,2014-06-15T09:10:48,Brahmin,27.70826 85.33575 0 0,27.70826,85.33575,male,46+,owner,built,bachelorsOther,Water,Power,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33,
624,2014-06-15T09:12:07,Brahmin,27.72177 85.34742 0 0,27.72177,85.34742,male,36+,owner,built,plus_twoOther,Power,Water,NA,Road,NA,Garbage,tol_name_saraswati,ward_6,
625,2014-06-15T09:18:33,Brahmin,27.72824 85.3577 0 0,27.72824,85.3577,female,26+,renter,,slcOther,Power,Road,Water,Security,Sewage,Garbage,tol_name_shanti,ward_6,
626,2014-06-15T09:18:35,Brahmin,27.70955 85.33692 0 0,27.70955,85.33692,male,26+,renter,,bachelorsOther,Power,Water,Garbage,Security,Road,Sewage,tol_name_rudra,ward_33,
627,2014-06-15T09:18:36,Bhote,27.7148 85.35562 0 0,27.7148,85.35562,female,18+,renter,,plus_two,homemaker,Water,Power,Road,Security,Sewage,Garbage,tol_name_kumarigal,ward_6
628,2014-06-13T22:18:21,Magar,27.70926 85.33273 0 0,27.70926,85.33273,male,46+,renter,Other,business,Water,Sewage,Road,Garbage,Power,Security,tol_name_saraswati,ward_6,
629,2014-06-13T22:18:31,Magar,27.71391 85.33661 0 0,27.71391,85.33661,female,18+,renter,,slc,student,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
630,2014-06-14T19:27:26,Magar,27.72453 85.35268 0 0,27.72453,85.35268,male,18+,renter,,slc,student,NA,NA,NA,NA,NA,NA,tol_name_saraswati,ward_6
631,2014-06-14T19:38:06,Magar,27.7139 85.33663 0 0,27.7139,85.33663,female,36+,renter,,never_studied,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
632,2014-06-12T17:03:28,Magar,27.71005 85.33377 0 0,27.71005,85.33377,female,36+,owner,built,slc,homemaker,Water,Power,Garbage,Security,Sewage,Road,tol_name_gyan,ward_33
633,2014-06-12T17:03:31,Magar,27.72824 85.36573 0 0,27.72355,85.3512,female,26+,owner,built,slc,homemaker,Water,Power,NA,NA,NA,NA,tol_name_shanti,ward_6
634,2014-06-12T17:03:33,Magar,27.72666 85.3568 0 0,27.72666,85.3568,female,26+,renter,,bachelors,homemaker,Garbage,Water,Power,Sewage,Road,Security,tol_name_saraswati,ward_6
635,2014-06-12T18:12:57,Magar,27.63789 85.35586 0 0,27.63789,85.35586,female,18+,renter,,slc,homemaker,Water,Power,Road,Garbage,Sewage,Security,tol_name_shanti,ward_6
636,2014-06-12T18:12:59,Magar,27.7198 85.35696 0 0,27.7198,85.35696,male,18+,renter,,slcOther,Water,Power,Road,Garbage,Security,Sewage,tol_name_saraswati,ward_6,
637,2014-06-12T18:13:02,Marwari,27.7057 85.33235 0 0,27.7057,85.33235,female,26+,renter,,bachelors,homemaker,Water,Power,Garbage,Security,Road,SewageShastri Marg,ward_33,
638,2014-06-12T18:13:04,Rai,27.72399 85.35651 0 0,27.72399,85.35651,male,56+,renter,,studied_some,business,Power,Water,NA,Garbage,Security,Road,tol_name_shanti,ward_6
639,2014-06-12T18:13:07,Rai,27.70944 85.3307 0 0,27.72399,85.35651,female,46+,renter,,slc,business,Water,Garbage,Power,Security,Sewage,Road,tol_name_saraswati,ward_6
640,2014-06-12T18:13:08,Rai,27.7132 85.33657 0 0,27.72339,85.35081,male,36+,renter,,slc,business,Road,Water,Power,Garbage,Security,Sewage,tol_name_saraswati,ward_6
641,2014-06-12T18:13:10,Rai,27.71003 85.33503 0 0,27.71003,85.33503,male,18+,renter,,bachelors,student,Water,Power,Garbage,Road,Sewage,Security,tol_name_gyan,ward_33
642,2014-06-12T18:13:12,Rai,27.71812 85.32665 0 0,27.71812,85.32665,female,56+,owner,ancestral,never_studied,homemaker,Power,Garbage,Road,Security,Sewage,Water,tol_name_saraswati,ward_6
643,2014-06-15T16:26:25,Rai,27.72618 85.35042 0 0,27.72618,85.35042,female,46+,renter,,never_studied,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
644,2014-06-15T08:22:48,Rai,27.70568 85.33203 0 0,27.72238,85.34936,female,46+,renter,,slc,homemaker,Water,Power,Garbage,Road,Sewage,SecurityShastri Marg,ward_33,
645,2014-06-11T15:59:00,Rai,27.7278 85.35479 0 0,27.7278,85.35479,female,26+,owner,,never_studied,homemaker,Power,Water,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
646,2014-06-15T09:10:46,Rai,27.71385 85.33656 0 0,27.71385,85.33656,female,56+,renter,,slc,unemployed,Water,Power,Garbage,Security,Sewage,Road,tol_name_saraswati,ward_6
647,2014-06-15T09:10:48,Rai,27.7138 85.33655 0 0,27.7138,85.33655,female,26+,renter,,plus_two,unemployed,Road,Power,Water,Garbage,Security,Sewage,tol_name_saraswati,ward_6
648,2014-06-15T09:12:07,Limbu,27.72401 85.35668 0 0,27.72401,85.35668,male,46+,renter,,slc,government ,Water,Power,Security,Sewage,Road,Garbage,tol_name_shanti,ward_6
649,2014-06-15T09:18:33,Limbu,27.72699 85.35687 0 0,27.72699,85.35687,female,18+,renter,,studied_some,labourer,Power,Garbage,Water,Road,Sewage,Security,tol_name_shanti,ward_6
650,2014-06-15T09:18:35,Limbu,27.71392 85.33663 0 0,27.71392,85.33663,male,26+,renter,,studied_some,business,Garbage,NA,NA,NA,NA,NA,tol_name_saraswati,ward_6
651,2014-06-15T09:18:36,Limbu,27.71127 85.30572 0 0,27.72277,85.34993,female,36+,renter,,bachelors,professional,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
652,2014-06-13T22:18:21,Sherpa,27.7198 85.35695 0 0,27.7198,85.35695,male,18+,renter,,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
653,2014-06-13T22:18:31,Sherpa,27.72247 85.35689 0 0,27.72247,85.35689,male,26+,owner,built,plus_two,student,NA,NA,NA,NA,NA,NA,tol_name_shanti,ward_6
654,2014-06-14T19:27:26,Sherpa,27.71049 85.33427 0 0,27.71049,85.33427,male,18+,renter,,bachelors,student,Road,Garbage,Power,Water,NA,NA,tol_name_gyan,ward_33
655,2014-06-14T19:38:06,Sherpa,27.7198 85.35696 0 0,27.7198,85.35696,female,46+,owner,built,studied_some,homemaker,Water,Garbage,Power,Sewage,Security,Road,tol_name_saraswati,ward_6
656,2014-06-12T17:03:28,Sherpa,27.724 85.35661 0 0,27.724,85.35661,female,26+,renter,,never_studied,homemaker,Power,Water,Garbage,Security,Sewage,Road,tol_name_shanti,ward_6
657,2014-06-12T17:03:31,Sherpa,27.71975 85.35698 0 0,27.71975,85.35698,female,26+,renter,Don't Know/Can't Say,homemaker,Power,Garbage,NA,NA,Road,Sewage,tol_name_saraswati,ward_6,
658,2014-06-12T17:03:33,Sherpa,27.7198 85.35696 0 0,27.7198,85.35696,female,26+,renter,,never_studied,homemaker,Power,Water,Garbage,Sewage,Road,Security,tol_name_saraswati,ward_6
659,2014-06-12T18:12:57,Sherpa,27.63968 85.3571 0 0,27.723,85.35021,female,18+,renter,,plus_two,homemaker,Water,Garbage,Power,Sewage,Road,Security,tol_name_shanti,ward_6
660,2014-06-12T18:12:59,Sherpa,27.7287 85.36027 0 0,27.7287,85.36027,male,26+,renter,,plus_two,unemployed,Power,Garbage,Road,Water,Sewage,Security,tol_name_shanti,ward_6
661,2014-06-12T18:13:02,Sanyasi/Dasnami,27.70991 85.33689 0 0,27.7287,85.36027,female,36+,owner,built,slc,homemaker,Power,Water,Sewage,NA,NA,NA,tol_name_rudra,ward_33
662,2014-06-12T18:13:04,Sanyasi/Dasnami,27.70826 85.33575 0 0,27.27392,85.35657,male,46+,owner,built,plus_twoOther,Water,Garbage,Power,Road,NA,NA,tol_name_rudra,ward_33,
663,2014-06-12T18:13:07,Sunuwar,27.72392 85.35657 0 0,27.72392,85.35657,female,26+,renter,,studied_some,student,Sewage,Water,Power,Security,Garbage,Road,tol_name_shanti,ward_6
664,2014-06-12T18:13:08,Sunuwar,27.71386 85.33656 0 0,27.71386,85.33656,male,18+,renter,,slc,student,NA,NA,NA,NA,NA,NA,tol_name_saraswati,ward_6
665,2014-06-12T18:13:10,Sunuwar,27.7246 85.35445 0 0,27.7246,85.35445,female,18+,renter,,studied_some,homemaker,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
666,2014-06-12T18:13:12,Sunuwar,27.71392 85.33664 0 0,27.71392,85.33664,female,36+,renter,,slc,unemployed,Power,Road,Security,Garbage,Sewage,Water,tol_name_saraswati,ward_6
,,,,,,,,,,,,Water,Power,Sewage,Garbage,Road,Security,,
